ï»¿web-scraper-order,web-scraper-start-url,department,department-href,courseprefix,course_id,title,lectures,labs,units,prequisites,concurrent,corequisites,recommended,term_offered,description,,
1539934997-3284,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 203,Agricultural Systems Analysis,2,,4,MATH 118 or equivalent,,,,W,"Agricultural Systems Analysis investigates the interrelationships between sub-components in an overall system.  Problem solving algorithms, network analysis, project planning techniques, and optimization.  2 lectures, 2 activities.",,
1539934997-3285,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 213,Bioengineering Fundamentals,2,,2,MATH 142; for engineering students only,,BIO 213,CHEM 124,"F, W, SP",Treatment of the engineering applications of biology.  Genetic engineering and the industrial application of microbiology.  Systems physiology with engineering applications.  Structure and function relationships in biological systems.  The impact of life on its environment.  Course may be offered in classroom-based or online format.  2 lectures.  Crosslisted as BMED/BRAE 213.  Fulfills GE B2.,,
1539934997-3286,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 216,Fundamentals of Electricity,3,1,4,"BRAE 129, MATH 142, PHYS 131",,,,F,"Application of electricity in BioResource and Agricultural Engineering, including basic electric circuits.  Will include wiring materials, code regulations, electrical measurements, R-L-C circuit fundamentals, system planning, motors, basic electronics, and an introduction to computer usage.  3 lectures, 1 laboratory.",,
1539934997-3287,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 232,Agricultural Structures Planning,3,1,4,"BRAE 151, PHYS 132",,,,SP,"Planning of facilities required in production systems.  Materials and processes used in construction of agricultural structures.  Environmental factors affecting crop storage structures and animal housing.  Design of structural environments to meet the needs of commodities, animals, and plants.  3 lectures, 1 laboratory.",,
1539934997-3288,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 234,Introduction to Mechanical Systems in Agriculture,3,1,4,PHYS 131,,,,SP,"Introduction to elements used in the mechanical transmission of power and force in agricultural systems.  Power transmission using v-belts.  roller chain, gear and shaft drives, hydraulic actuators.  Linear and nonlinear actuation devices including linkages, cams, and hydraulic/pneumatic cylinders.  3 lectures, 1 laboratory.",,
1539934997-3289,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 236,Principles of Irrigation,3,1,4,"MATH 141, SS 121",,,,F,"Land grading design, operation, management, and evaluation of irrigation methods.  3 lectures, 1 laboratory.",,
1539934997-3290,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 237,Introduction to Engineering Surveying,1,1,2,MATH 119 or equivalent,,,,"F, W, SP","An introduction to basic field note keeping as well as the use of steel tapes, automatic levels, total stations and survey tools.  Training in the procedures for differential and profile leveling; angle measurement and traversing.  Hands-on experience with the use of GPS for surveying.  An understanding in computations to determine direction, elevations, and earthwork volumes.  Practice in map reading and building layout.  1 lecture, 1 laboratory.",,
1539934997-3291,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 239,Engineering Surveying,2,2,4,MATH 119 or equivalent,,,,"F, W, SP","Development of proper field note taking and procedures for measuring using automatic levels, total stations and GPS systems.  Understanding in the procedures and computations for differential leveling, profiles, traversing, triangulation and topographic surveys.  Computations in traverse adjustment, contour mapping, earthwork volumes, curve alignments and building layout.  Understanding in map reading, the use of datums, photogrammetry, CAD design and boundary law.  2 lectures, 2 laboratories.",,
1539934997-3292,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 240,Agricultural Engineering Laboratory,,1,1,Consent of instructor,,,,"F, W, SP",Individual projects.  Total credit limited to 4 units.  1 laboratory.,,
1539934997-3293,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 244,Precision Farming,3,1,4,AEPS 133 or AEPS 190 or AEPS 260 or BRAE 237 or BRAE 239,,,,W,"Precision agriculture applications.  Integrating GIS, GPS, and remote sensing technologies with site-specific farming practices to optimize agricultural productivity.  Field trip required.  3 lectures, 1 laboratory.  Crosslisted as AEPS/BRAE 244.",,
1539934997-3294,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 247,Forest Surveying,1,1,2,NR 215,,,,TBD,"Use and care of tapes, staff compass, abney levels, total stations, and GPS receivers.  Keeping field notes, measurements by tape.  Closed and open traverse by compass and total stations.  Turning angles and determining directions of lines.  Map reading and public land description.  GPS measurements.  Weekend field trips required.  1 lecture, 1 laboratory.  Crosslisted as BRAE/NR 247.",,
1539934997-3295,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 270,Selected Topics,1 to 4,,1-4,Open to undergraduate students and consent of instructor,,,,TBD,Directed group study of selected topics.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1 to 4 lectures.,,
1539934997-3296,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 301,Hydraulic and Mechanical Power Systems,3,1,4,PHYS 121 or PHYS 141,,,,SP,"Selection, application and use of hydraulic components and mechanical power transmission equipment.  Use of standardized circuit design procedures.  3 lectures, 1 laboratory.",,
1539934997-3297,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 302,Servo Hydraulics,3,1,4,BRAE 216 or BRAE 324 and BRAE 234 or BRAE 301,,,,W,"Application of microcomputers and programmable logic controllers to hydraulic, pneumatic and mechanical systems.  Theory, instrumentation and sensors used in process and control systems used in agricultural equipment.  3 lectures, 1 laboratory.",,
1539934997-3298,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 312,Hydraulics,3,1,4,"PHYS 132, ME 211",,,,F,"Static and dynamic characteristics of liquids, flow in open and closed channels, uniform and nonuniform flow, flow measurement, pumps.  3 lectures, 1 laboratory.",,
1539934997-3299,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 320,Principles of Bioresource Engineering,3,1,4,"BRAE 232, BRAE 236, PHYS 132",,,,SP,"Theory and applications of bioprocess technology in biological and agricultural systems.  Engineering properties of biological materials and organisms.  Basic unit operations, fluid mechanics and heat/mass transfer as applied to bioprocess technology.  Special requirements of agricultural and biological processes.  3 lectures, 1 laboratory.",,
1539934997-3300,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 321,Agricultural Safety,2,,3,Junior standing,,,,W,"Principles of agricultural safety.  Accident causation and prevention, hazard identification and abatement, laws and regulations.  Machinery, electrical, chemical, livestock, shop and fire safety.  Safety program development.  2 lectures, 1 activity.",,
1539934997-3301,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 324,Principles of Agricultural Electrification,3,1,4,"MATH 119, PHYS 121",,,,W,"Applications of DC/AC electricity in agriculture.  National Electric Code regulations.  The wiring of agricultural structures and electrical distribution.  Series, parallel and series-parallel circuits, R-L-C circuits, electric motors, electronics.  3 lectures, 1 laboratory.",,
1539934997-3302,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 328,Measurements and Computer Interfacing,3,1,4,EE 321; EE 361; and CSC 231 or CSC 232 or CSC 234,,,,W,"Transducers and engineering measurements in agricultural engineering.  Covering transducer characteristics, signal processors and controllers, instrumentation techniques, and the use of the computer in the measurement and control of typical engineering problems.  3 lectures, 1 laboratory.",,
1539934997-3303,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 331,Irrigation Theory,3,,3,"BRAE 236, or BRAE 340",,,,W,"Plant-water-soil relations using evapo-transpiration, plant stress, soil moisture deficiency, frequency and depth of irrigation, salinity, infiltration, drainage and climate control.  3 lectures.",,
1539934997-3304,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 335,Internal Combustion Engines,3,1,4,Junior standing,,,,W,"Principles of operation of internal combustion engines.  Theory of operation and diagnosis evaluation and repair of small engines, gasoline and diesel engines and economics of operation, use and repair.  Power analysis and application.  3 lectures, 1 laboratory.",,
1539934997-3305,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 337,Landscape Irrigation,3,1,4,MATH 118,,,,W,"Design of sprinkler and drip irrigation systems including:  site characteristics, soil variables affecting water storage and infiltration rate, plant selection and hydrozones, hydraulics, nozzle spacing, selection of system components, back flow prevention, plumbing codes and cost estimating.  Irrigation system evaluation and audit irrigation scheduling, and water budget.  3 lectures, 1 laboratory.",,
1539934997-3306,http://catalog.calpoly.edu/coursesaz,BioResource and Agricultural Engineering (BRAE),http://catalog.calpoly.edu/coursesaz/brae/,BRAE,BRAE 339,Internship in Bioresource and Agricultural Engineering,,,1-12,Consent of internship instructor,,,,"F, W, SP",Students will spend up to 12 weeks with an approved agricultural firm engaged in production or related business.  Time will be spent applying and developing production and managerial skills and abilities.  One unit of credit may be allowed for each full week of completed and reported internship.  Degree credit limited to 6 units.  Credit/No Credit grading only.,,
